entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
NUEVO LEON,Distrito 6,MONTERREY,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JUAN MARIO RAMOS ESMERADO,266401.86
CHIAPAS,Distrito 2,BOCHIL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MOIRY JUDITH DOMINGUEZ ESPINOSA,207968.11
SAN LUIS POTOSI,Distrito 1,MATEHUALA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DIANA GUADALUPE AVILA GALICIA,226527.84
VERACRUZ,Distrito 3,TUXPAN DE RODRIGUEZ CANO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BRAULIO JAVIER GARCIA NIEVA,260991.59
NUEVO LEON,Distrito 12,BENITO JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FELIPE HERNANDEZ JERONIMO,273250.86
AGUASCALIENTES,Distrito 1,JESUS MARIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,PATRICIA DEL CARMEN RAMIREZ DE LARA,303519.51
MICHOACAN,Distrito 12,APATZINGAN DE LA CONSTITUCION,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALDO GUTIERREZ AGUIRRE,281919.32
COAHUILA,Distrito 2,SAN PEDRO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VIVIANA ISELA ANTUNA RODRIGUEZ,39947.81
JALISCO,Distrito 14,GUADALAJARA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANA  MARIA AMADOR BARRAGAN,209784.45
CIUDAD DE MEXICO,Distrito 17,CUAJIMALPA DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NIOBE GABRIELA SEGURA DE ALVARADO,220330.04
SINALOA,Distrito 1,MAZATLAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,KARLA VICTORIA CAMPOS QUEVEDO,227213.37
CIUDAD DE MEXICO,Distrito 20,IZTAPALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EDUARDO FABIAN AGUILAR SEDANO,227980.04
DURANGO,Distrito 4,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALICIA GARCIA VALENZUELA,266407.13
MORELOS,Distrito 3,CUAUTLA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,SERGIO ARIAS YAÑEZ,261681.52
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,"NADIA LUZ MARIA LARA CHAVEZ",479496.84
JALISCO,Distrito 3,TEPATITLAN DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JOSE LUIS VALLE MAGAÑA,303814.56
CHIAPAS,Distrito 7,TONALA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANA ELSY ARREOLA MOGUEL,207968.11
CIUDAD DE MEXICO,Distrito 23,COYOACAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ALEJANDRO OROZCO HERNANDEZ,129245.6
PUEBLA,Distrito 14,ACATLAN DE OSORIO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA ELENA ORTIZ PEREZ,219318.16
MICHOACAN,Distrito 10,MORELIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ZOE TAMAR INFANTE JIMENEZ,243369.32
JALISCO,Distrito 9,GUADALAJARA,DIPUTACION FEDERAL MR,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CHRISTOPHER ARTURO RODRIGUEZ HERNANDEZ,1629354.6
CIUDAD DE MEXICO,Distrito 6,LA MAGDALENA CONTRERAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GEORGINA MEDINA PEREZ,222625.04
JALISCO,Distrito 14,GUADALAJARA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ENRIQUE AUBRY DE CASTRO PALOMINO,704161.54
VERACRUZ,Distrito 8,XALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EDUARDO ALEJANDRO VEGA YUNES,491087.1
JALISCO,Distrito 1,TEQUILA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CELIA GONZALEZ PIZ,209784.45
COAHUILA,Distrito 3,MONCLOVA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA CAROLINA DE LAS MERCEDES GONZALEZ ADAN,221313.61
SINALOA,Distrito 5,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIANA PEÑUELAS MONDACA,227213.37
CIUDAD DE MEXICO,Distrito 21,XOCHIMILCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DE LOS ANGELES MARTINEZ AGUSTIN,212830.04
CHIHUAHUA,Distrito 6,CHIHUAHUA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LAURA LORENA FUENTES ALDAPE,206562.22
TAMAULIPAS,Distrito 1,NUEVO LAREDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BEATRIZ AMABELI VAZQUEZ ZAMORA,213648.09
MICHOACAN,Distrito 12,APATZINGAN DE LA CONSTITUCION,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MA DEL CARMEN CORTES OCHOA,92919.34
JALISCO,Distrito 13,TLAQUEPAQUE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,TESSA SOFIA AMBRIZ MURGUIA,209784.45
TLAXCALA,Distrito 3,ZACATELCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,FELIPE MORALES MORALES,106620.2
COAHUILA,Distrito 4,SALTILLO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BLANCA CECILIA LOPEZ RIVERA,221313.61
TLAXCALA,Distrito 2,TLAXCALA DE XICOHTENCATL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANDRES MENDEZ TEPECH,220001.97
DURANGO,Distrito 3,GUADALUPE VICTORIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARGARITA DIAZ OLIVAS,265077.13
GUANAJUATO,Distrito 5,LEON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA EUGENIA SAAVEDRA RODRIGUEZ,206504
ZACATECAS,Distrito 3,ZACATECAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FABIOLA NAJERA ROMERO,219113.85
GUANAJUATO,Distrito 9,IRAPUATO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BARBARA GUTIERREZ MARMOLEJO,206504
CHIAPAS,Distrito 13,HUEHUETAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,PEDRO GAMALIEL SANCHEZ ROBLERO,73440.99
MEXICO,Distrito 13,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LAURA ESTHER ESCOBAR HOYOS,228238.35
TABASCO,Distrito 3,COMALCALCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,KEYRIN AYLEN PERALTA JAVIER,238297.25
GUANAJUATO,Distrito 10,URIANGATO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL RAYO MORENO CASTRO,206504
VERACRUZ,Distrito 13,HUATUSCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CLAUDIA IVETTE BEAUREGARD MENES,240994.12
JALISCO,Distrito 6,ZAPOPAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,BERTHA HURTADO PADILLA,54354.71
GUERRERO,Distrito 9,ACAPULCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,CARLOS CIENFUEGOS MILIAN,43441.75
CIUDAD DE MEXICO,Distrito 4,IZTAPALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROBERTO JESUS SOTELO PEREZ,212830.04
MEXICO,Distrito 37,CUAUTITLAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,THANIA BUSTOS VILLAREAL,251867.85
VERACRUZ,Distrito 1,PANUCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LAURA ELIZABETH TORRES MARTINEZ,240898.52
BAJA CALIFORNIA SUR,Distrito 1,LA PAZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JUAN CARLOS JIMENEZ FUENTES,106437.81
VERACRUZ,Distrito 7,MARTINEZ DE LA TORRE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROSA SANCHEZ RAMIREZ,277771.92
JALISCO,Distrito 4,ZAPOPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LETICIA SANTOSCOY OTERO,209784.45
GUANAJUATO,Distrito 3,LEON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MA TERESA GONZALEZ DEL CASTILLO OROZCO,206504
OAXACA,Distrito 4,TLACOLULA DE MATAMOROS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,NICASIO HERNANDEZ HERNANDEZ,42825.81
SONORA,Distrito 6,CD. OBREGON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NORA DILAN HURTADO VALENZUELA,212063.02
"NAYARIT",Distrito 1,SANTIAGO IXCUINTLA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DINORA DIAZ CARRILLO,351567.87
NUEVO LEON,Distrito 6,MONTERREY,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ADRIANA LEONOR DIAZ GARCIA,57848.65
BAJA CALIFORNIA,Distrito 6,TIJUANA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,NUBIA PALOMARES ROMO,76688.53
CAMPECHE,Distrito 1,SAN FRANCISCO DE CAMPECHE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LORENA DEL JESUS NOVELO RODRIGUEZ,238467.03
TABASCO,Distrito 2,HEROICA CARDENAS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,GUADALUPE ROMERO DOMINGUEZ,93490.54
SONORA,Distrito 4,GUAYMAS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,BRENDA ARACELI VALLE GARCIA CORONEL,40563.18
CHIHUAHUA,Distrito 2,JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NURY DE LA CRUZ GARCIA,206562.22
COAHUILA,Distrito 6,TORREON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EVANGELINA CHAVEZ RODRIGUEZ,241033.61
VERACRUZ,Distrito 6,PAPANTLA DE OLARTE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,RUTH PEREZ VAZQUEZ,240994.12
GUERRERO,Distrito 7,CHILPANCINGO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JOSE ANTONIO MORA RENDON,43441.75
CIUDAD DE MEXICO,Distrito 15,BENITO JUAREZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,IGNACIO PEREGRIN SCHULL,1080835.29
AGUASCALIENTES,Distrito 2,AGUASCALIENTES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CECILIA ARLETTE HERNANDEZ TAPIA,314942.03
SAN LUIS POTOSI,Distrito 3,RIOVERDE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LORENA DIAZ MARTINEZ,226527.84
PUEBLA,Distrito 7,TEPEACA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ISAURO CRISOFORO RENDON VARGAS,52533.81
NUEVO LEON,Distrito 9,LINARES,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ARMANDO GUTIERREZ GRAJALES,643607.99
MICHOACAN,Distrito 2,PURUANDIRO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,AGUSTIN FERREIRA ESCUTIA,254644.32
BAJA CALIFORNIA,Distrito 2,MEXICALI,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,PATRICIA SOSA CASTELLANOS,299901.37
GUERRERO,Distrito 1,CD. ALTAMIRANO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DULCE MARIA MONTES LAGUNAS,43441.75
SONORA,Distrito 2,NOGALES,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ANA LAURA BERNAL CAMARENA,766129.42
VERACRUZ,Distrito 15,ORIZABA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,TOMAS DE JESUS TORIBIO,240994.12
QUINTANA ROO,Distrito 3,CANCUN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA TERESA PAREDES HERNANDEZ,120416.69
SONORA,Distrito 4,GUAYMAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JOSE JESUS FLORES VALADEZ,212063.02
SONORA,Distrito 3,HERMOSILLO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ROCIO ADILENE PINO PINO,13034.05
SINALOA,Distrito 4,GUASAVE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,AGLAE BARRERAS HERNANDEZ,227213.37
TABASCO,Distrito 6,VILLAHERMOSA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GUADALUPE VIDAL MUÑOZ,203984.45
NUEVO LEON,Distrito 3,GRAL. ESCOBEDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALFONSO VILLA AMADOR,266401.86
SONORA,Distrito 1,SAN LUIS RIO COLORADO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,YADIRA ROCHA MONTOYA,13034.05
"NAYARIT",Distrito 2,TEPIC,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,HUGO ERIC LOPEZ TALAMANTES,121077.08
GUERRERO,Distrito 8,AYUTLA DE LOS LIBRES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ERNESTINA FIDEL PANCHO,210294.94
CIUDAD DE MEXICO,Distrito 11,VENUSTIANO CARRANZA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,IRLANDA GABRIELA PACHECO TORRES,231005.04
NUEVO LEON,Distrito 2,APODACA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VALERIA PUENTE SANCHEZ,266401.86
QUERETARO,Distrito 1,CADEREYTA DE MONTES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,PEDRO SIERRA PEREZ,401088.28
"NAYARIT",Distrito 2,TEPIC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANGELICA PATRICIA SANCHEZ MEDINA,351567.87
MICHOACAN,Distrito 4,JIQUILPAN DE JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL CARMEN HEMAN LOPEZ,306259.32
BAJA CALIFORNIA SUR,Distrito 2,SAN JOSE DEL CABO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GUADALUPE MUNGUIA AVILES,232184.45
CHIHUAHUA,Distrito 9,HIDALGO DEL PARRAL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FLORA IMELDA BEJARANO CRUZ,206562.22
BAJA CALIFORNIA,Distrito 3,ENSENADA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRA GUTIERREZ CASTRO,209059.45
OAXACA,Distrito 3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,BASILIO ISMAEL GUERRERO CAMACHO,48763.81
CIUDAD DE MEXICO,Distrito 11,VENUSTIANO CARRANZA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ALEJANDRO OLIVOS CANSECO,129245.6
TAMAULIPAS,Distrito 2,REYNOSA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ISBY ARISBETH LOPEZ SANCHEZ,213648.09
CIUDAD DE MEXICO,Distrito 16,ALVARO OBREGON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,RAFAEL LUNA ALVISO,226823.09
CHIHUAHUA,Distrito 4,JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MAGDA KARINA ROBLES SARMIENTO,206562.22
NUEVO LEON,Distrito 4,SAN NICOLAS DE LOS GARZA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARCO ANTONIO CEPEDA ALVAREZ,266401.86
NUEVO LEON,Distrito 5,MONTERREY,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GRECIA NALLELY DE LA ROSA SANCHEZ,266401.86
JALISCO,Distrito 8,GUADALAJARA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,STEPHANY PAOLA IÑIGUEZ RUIZ,209784.45
ZACATECAS,Distrito 4,GUADALUPE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,OLGA LIVIA VAZQUEZ ESPARZA,219113.85
JALISCO,Distrito 2,LAGOS DE MORENO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARCELA ADRIANA MARTINEZ VALDIVIA,211060.45
MICHOACAN,Distrito 7,ZACAPU,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VIDAL IGNACIO APOLONIO,256546.32
HIDALGO,Distrito 7,TEPEAPULCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LILIANA VILLAVICENCIO RUIZ,212816.92
GUERRERO,Distrito 5,TLAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARISELA SALMERON FELICIANO,210294.94
CIUDAD DE MEXICO,Distrito 23,COYOACAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROSALIA CONSUELO BUAUN SANCHEZ,261810.04
CIUDAD DE MEXICO,Distrito 22,IZTAPALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GUADALUPE MONCERRAT HERNANDEZ SOTELO,223680.04
YUCATAN,Distrito 5,TICUL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,HORTENCIA DE GUADALUPE POLANCO ROJAS,228697.92
JALISCO,Distrito 11,GUADALAJARA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANA CELINA VAZQUEZ RODRIGUEZ,212336.45
PUEBLA,Distrito 8,CIUDAD SERDAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ESTEFANIA VALERIA MORENO FLORES,117083.94
QUINTANA ROO,Distrito 2,CHETUMAL,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CARLOS MARIO VILLANUEVA TENORIO,285917.14
CHIHUAHUA,Distrito 8,CHIHUAHUA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARTHA MEDINA RAMIREZ,206562.22
CHIAPAS,Distrito 8,COMITAN DE DOMINGUEZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,NURY DEL IVANE JIMENEZ PEREZ,77150.99
TABASCO,Distrito 4,VILLAHERMOSA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRA BALDERAS FLORES,527432.01
CIUDAD DE MEXICO,Distrito 12,CUAUHTEMOC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,SALVADOR LOYO ARECHANDIETA,306504.75
NUEVO LEON,Distrito 1,SANTA CATARINA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LINDA AURORA PERALES LEAL,266401.86
HIDALGO,Distrito 5,TULA DE ALLENDE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JOSE ALBERTO MARTINEZ GUZMAN,258437.07
CHIAPAS,Distrito 6,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JORGE ARTURO SANCHEZ FLORES,208722.11
SAN LUIS POTOSI,Distrito 2,SOLEDAD DE GRACIANO SANCHEZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,HUMBERTO DELGADILLO CORTES,226527.84
DURANGO,Distrito 2,GOMEZ PALACIO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LETICIA GAMBOA GARCIA,263144.57
VERACRUZ,Distrito 11,COATZACOALCOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CONSUELO VALENTIN JIMENEZ,264673.88
GUERRERO,Distrito 4,ACAPULCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VIOLETA ARROYO SANTOS,210294.94
GUERRERO,Distrito 9,ACAPULCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANA LILIA PINACHO QUITERIO,210294.94
SONORA,Distrito 3,HERMOSILLO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LUZ MARINA DELGADO TARAZON,212063.02
GUERRERO,Distrito 7,CHILPANCINGO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,OLGA REBECA ROBLEDO FIGUEROA,210294.94
TABASCO,Distrito 5,PARAISO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL ROSARIO VAZQUEZ YEE,241980.25
CIUDAD DE MEXICO,Distrito 14,TLALPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ADRIANA SOFIA SANCHEZ SCOTT,253401.04
GUERRERO,Distrito 5,TLAPA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,GABRIELA ESPINAL FLORES,43441.75
VERACRUZ,Distrito 16,CORDOBA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL ROCIO LILIA VERA VAZQUEZ,240994.12
GUERRERO,Distrito 2,IGUALA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,PRISCILLA PACHECO ROMERO,43441.75
PUEBLA,Distrito 7,TEPEACA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JUAN FLORES MATIAS,219318.16
CHIHUAHUA,Distrito 7,CUAUHTEMOC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,KARINA YUDITH RODRIGUEZ FLORES,206562.22
QUINTANA ROO,Distrito 3,CANCUN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,HUMBERTO OBET MONTIEL HERRERA,263858.92
SINALOA,Distrito 2,LOS MOCHIS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CARLOS DIAZ DE LEON VALDEZ,227213.37
CIUDAD DE MEXICO,Distrito 18,IZTAPALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EDUARDO GRECO GUTIERREZ MENDEZ,212830.04
SINALOA,Distrito 7,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARTHA GUADALUPE ADRIAN OCHOA,227213.37
VERACRUZ,Distrito 9,COATEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,SABINO LOPEZ MARQUEZ,303645.72
GUANAJUATO,Distrito 15,IRAPUATO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MA ROSA ROSALES MARQUEZ,206504
JALISCO,Distrito 5,PUERTO VALLARTA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ARACELI SANCHEZ MEDINA,54354.71
MORELOS,Distrito 2,JIUTEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JOSE ANTONIO ALBARRAN CONTRERAS,304125.9
JALISCO,Distrito 2,LAGOS DE MORENO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,EPIFANIA SOCORRO VAZQUEZ FIGUEROA,54354.71
JALISCO,Distrito 18,AUTLAN DE NAVARRO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,CLARISSA ROSALBA BENITEZ GARCIA,54354.71
GUERRERO,Distrito 4,ACAPULCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA ELDA MIRANDA HERNANDEZ,52087.85
CHIAPAS,Distrito 9,TUXTLA GUTIERREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VICENTE VAZQUEZ GONZALEZ,207968.11
GUERRERO,Distrito 6,CHILAPA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,SAULO AZUA REYES,55987.75
JALISCO,Distrito 10,ZAPOPAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,GUADALUPE JASAAI NOCHEBUENA BECERRA,54354.71
HIDALGO,Distrito 2,IXMIQUILPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,HORTENCIA MARTINEZ OLIVARES,227098.01
ZACATECAS,Distrito 1,FRESNILLO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,SALVADOR SOLIS GUERRERO,124959.4
COLIMA,Distrito 1,COLIMA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,YOLANDA VERDUZCO GUZMAN,317331.17
CIUDAD DE MEXICO,Distrito 21,XOCHIMILCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ROGELIO ROMULO ENRIQUE GUERRERO LOPEZ,129237.6
