entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
CIUDAD DE MEXICO,Distrito 20,IZTAPALAPA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,FERNANDO AVILEZ TOSTADO,141745.6
"NAYARIT",Distrito 1,SANTIAGO IXCUINTLA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,SERGIO IBARRA RUIZ,157763.82
PUEBLA,Distrito 11,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,AMALIA BEATRIZ MENDOZA TERREROS,219318.16
MICHOACAN,Distrito 9,URUAPAN DEL PROGRESO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ALEJANDRO AGUILAR RUIZ,39947.81
JALISCO,Distrito 20,TONALA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA DE LOS ANGELES BONAVIA CASTRO,58578.14
JALISCO,Distrito 3,TEPATITLAN DE MORELOS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JOSE LUIS RODRIGUEZ GARCIA,50147.19
JALISCO,Distrito 16,TLAQUEPAQUE,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,TERESA DE JESUS OWENS PAREDES,54354.71
PUEBLA,Distrito 4,AJALPAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIO ONESIMO FUENTES PACHECO,92700.81
QUINTANA ROO,Distrito 3,CANCUN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,WILLBERT ALBERTO BATUN CHULIM,882204.92
OAXACA,Distrito 2,TEOTITLAN DE FLORES MAGON,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,MARCO ARTURO CARRASCO TENA,1062739.68
MORELOS,Distrito 5,YAUTEPEC,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,CARLOS GUSTAVO FERIA SARMIENTO,153703.45
MEXICO,Distrito 28,ZUMPANGO DE OCAMPO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,SANDRA JUAREZ GONZALEZ,228238.35
COAHUILA,Distrito 6,TORREON,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VICTOR FIDENCIO BACA LEYVA,39947.81
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,YOLANDA VELAZQUEZ DIAZ,131767.78
CIUDAD DE MEXICO,Distrito 13,IZTACALCO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,OSCAR EUGENIO GUTIERREZ CAMACHO,1026000.17
PUEBLA,Distrito 4,AJALPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MONICA ROLDAN REYES,219318.16
MEXICO,Distrito 2,SANTA MARIA TULTEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ARELI BEATRIZ BAZAN ROMERO,228238.35
SONORA,Distrito 5,HERMOSILLO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CARMEN CECILIA SESTITO FLORES,212063.02
CIUDAD DE MEXICO,Distrito 4,IZTAPALAPA,DIPUTACION FEDERAL MR,VA POR MEXICO,VA POR MEXICO,LUCIANO JIMENO HUANOSTA,1504659.25
CIUDAD DE MEXICO,Distrito 22,IZTAPALAPA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DOMITILA REYES BARRIENTOS,141745.6
JALISCO,Distrito 7,TONALA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,BRENDA FLORES SANCHEZ,54354.71
JALISCO,Distrito 15,LA BARCA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,IGNACIO OROZCO VILLAGOMEZ,209784.45
SONORA,Distrito 2,NOGALES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GRICELDA GARCIA ROMERO,212063.02
NUEVO LEON,Distrito 10,MONTERREY,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BLANCA MARICELA DEL TORO RUIZ,266401.86
NUEVO LEON,Distrito 7,GARCIA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ANDRES PINTOS CABALLERO,596079.95
CHIHUAHUA,Distrito 5,DELICIAS,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,RAQUEL MARIA BELTRAN DEL RIO TORRES,691371.94
TABASCO,Distrito 2,HEROICA CARDENAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MANUELA MONTIEL MENDEZ,203984.45
GUANAJUATO,Distrito 7,SAN FRANCISCO DEL RINCON,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LIDIA HURTADO LOZANO,206504
JALISCO,Distrito 17,JOCOTEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EMA SANDOVAL LOPEZ,211060.45
JALISCO,Distrito 19,CIUDAD GUZMAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARTHA GABRIELA ACOSTA ZUBIETA,245976.45
GUANAJUATO,Distrito 1,SAN LUIS DE LA PAZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,OLGA ELVA BECERRA DUCOING,206504
DURANGO,Distrito 1,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARTHA OLIVIA GARCIA VIDAÑA,978270.18
BAJA CALIFORNIA,Distrito 8,TIJUANA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,FAUSTO GALLARDO GARCIA,740925.02
OAXACA,Distrito 7,CIUDAD IXTEPEC,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,JOSE ANTONIO ESTEFAN GILLESSEN,925813.18
MORELOS,Distrito 5,YAUTEPEC,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VERONICA MARTINEZ VIELMA,254649.18
CHIHUAHUA,Distrito 4,JUAREZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,XOCHITL GUERRA MORENO,41575.01
CIUDAD DE MEXICO,Distrito 12,CUAUHTEMOC,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,TANIA ALICIA HERNANDEZ GONZALEZ,129245.6
GUERRERO,Distrito 3,ZIHUATANEJO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,LUIS EDGARDO PALACIOS DIAZ,648413.08
NUEVO LEON,Distrito 11,GUADALUPE,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,CLAUDIA ANGELINA CERVANTES NAVARRO,57848.65
OAXACA,Distrito 8,OAXACA DE JUAREZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DOMINGA ESCOBAR LUIS,98788.31
PUEBLA,Distrito 10,CHOLULA DE RIVADAVIA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VICTOR MANUEL ROMERO REYES,57577.83
GUERRERO,Distrito 1,CD. ALTAMIRANO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ERIKA ARISMEL HINOJOSA CARDENAS,210294.94
GUANAJUATO,Distrito 2,SAN MIGUEL DE ALLENDE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NELLY LOPEZ GARCIA,211724
VERACRUZ,Distrito 12,VERACRUZ,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,LUZ DEL CARMEN BAXZI GARCIA,644191.78
PUEBLA,Distrito 3,TEZIUTLAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ESTHER MARTINEZ ROMANO,646991.17
NUEVO LEON,Distrito 9,LINARES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JULIO CESAR MEDELLIN REYNA,266401.86
TLAXCALA,Distrito 1,APIZACO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DEL ROCIO MARTINEZ SERVIN,220001.97
NUEVO LEON,Distrito 7,GARCIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA DE LA LUZ LOYOLA RIOS,271827.36
MEXICO,Distrito 17,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ATZIRI VAZQUEZ GUILLEN,228238.35
AGUASCALIENTES,Distrito 3,AGUASCALIENTES,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,AIDA KARINA BANDA IGLESIAS,1088527.92
VERACRUZ,Distrito 16,CORDOBA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARTHA ROSA MORALES ROMERO,686096.57
CIUDAD DE MEXICO,Distrito 6,LA MAGDALENA CONTRERAS,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JORGE SALVADOR ARRIOLA SANCHEZ,129245.6
NUEVO LEON,Distrito 8,GUADALUPE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CLAUDIA JOSEFINA HEREDIA GONZALEZ,292920.98
OAXACA,Distrito 1,SAN JUAN BAUTISTA TUXTEPEC,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ANGEL DOMINGUEZ ESCOBAR,890079.61
PUEBLA,Distrito 9,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,SANDRA ORTIZ VELA,851005.23
JALISCO,Distrito 4,ZAPOPAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,PABLO ALFONSO CORTES HERNANDEZ,63005.97
JALISCO,Distrito 13,TLAQUEPAQUE,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ADAN JAIME ALCANTAR GONZALEZ,66254.71
PUEBLA,Distrito 11,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,CHRISTOPHER ANTONIO RODRIGUEZ CARRASCO,72818.79
JALISCO,Distrito 7,TONALA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ICELA ARELLANO GUZMAN,217904.45
QUINTANA ROO,Distrito 1,PLAYA DEL CARMEN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JUAN CARLOS COBOS ALVAREZ,39947.81
PUEBLA,Distrito 10,CHOLULA DE RIVADAVIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARGARITA TLAPA ALMONTE,219318.16
CIUDAD DE MEXICO,Distrito 10,MIGUEL HIDALGO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ESTHER URIBE SORIA,129245.6
JALISCO,Distrito 8,GUADALAJARA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,VICTOR MANUEL RAMIREZ DOMINGUEZ,54354.71
MORELOS,Distrito 4,JOJUTLA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JOSE AMADO ORIHUELA TREJO,423284.75
CHIAPAS,Distrito 4,PICHUCALCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JANE DE GUADALUPE DE LA CRUZ PALACIOS,50440.99
OAXACA,Distrito 8,OAXACA DE JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,KARLA GABRIELA JIMENEZ CARRASCO,350841.99
OAXACA,Distrito 9,PUERTO ESCONDIDO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NORMA ALICIA MORENO CRUZ,239754.59
OAXACA,Distrito 10,MIAHUATLAN DE PORFIRIO DIAZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,HORTENSIA HIGINIA TINAJERO CAMACHO,259474.59
OAXACA,Distrito 10,MIAHUATLAN DE PORFIRIO DIAZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,BEATRIZ CORTES DIAZ,39947.81
BAJA CALIFORNIA,Distrito 4,TIJUANA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MIRIAM SUSANA AVALOS GOVEA,76688.53
MICHOACAN,Distrito 10,MORELIA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,SALVADOR CARRILLO DURAN,75815.81
JALISCO,Distrito 11,GUADALAJARA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,DOLORES PATRICIA ALVARADO CORONA,77808.14
YUCATAN,Distrito 4,MERIDA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,NELLY IVETTE LOPEZ SOLIS,228697.92
TLAXCALA,Distrito 1,APIZACO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,GUILLERMO RODRIGUEZ AGUILA,95924.71
SAN LUIS POTOSI,Distrito 7,TAMAZUNCHALE,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CHRISTIAN JOAQUIN SANCHEZ SANCHEZ,651741.68
JALISCO,Distrito 10,ZAPOPAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,AMINADAB MONTEJANO CARMONA,895188.89
JALISCO,Distrito 9,GUADALAJARA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA DEL CARMEN CAUDEL HERRERA,89098.71
JALISCO,Distrito 10,ZAPOPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,JULIO NELSON GARCIA SANCHEZ,252674.8
GUANAJUATO,Distrito 12,CELAYA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,PATRICIA DE GUADALUPE PATIÑO LEON,206504
COAHUILA,Distrito 2,SAN PEDRO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GRECIA ARACELY HERNANDEZ REVELES,280183.61
GUANAJUATO,Distrito 4,GUANAJUATO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LAURA MARGARITA CARBAJAL DUARTE,206504
GUERRERO,Distrito 2,IGUALA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,(CANCELADO),210294.94
JALISCO,Distrito 4,ZAPOPAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,RAUL ALVAREZ VILLASEÑOR,862512.02
VERACRUZ,Distrito 13,HUATUSCO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,ANGELICA PEÑA MARTINEZ,582767.45
GUERRERO,Distrito 8,AYUTLA DE LOS LIBRES,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JUAN PABLO ROJAS PEREZ,43441.75
JALISCO,Distrito 5,PUERTO VALLARTA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALFREDO SANCHEZ RODARTE,209784.45
YUCATAN,Distrito 5,TICUL,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CONSUELO DEL CARMEN NAVARRETE NAVARRO,724259.21
MEXICO,Distrito 11,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ANDREA SEGURA ARRIAGA,228238.35
VERACRUZ,Distrito 2,TANTOYUCA,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MARIA DEL CARMEN PINETE VARGAS,656827.62
MEXICO,Distrito 16,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ARACELI ITZEL SANCHEZ GOMEZ,228238.35
CIUDAD DE MEXICO,Distrito 19,IZTAPALAPA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARIA DEL CARMEN HUERTA GRAJALES,141745.6
CIUDAD DE MEXICO,Distrito 24,COYOACAN,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JESUS ADRIAN LOPEZ ZAMORA,129245.6
YUCATAN,Distrito 1,VALLADOLID,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,IGNACIA MARGARITA TORRES SANSORES,228697.92
JALISCO,Distrito 6,ZAPOPAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DORA ALICIA AVILA ARROYO,209784.45
JALISCO,Distrito 6,ZAPOPAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,MONTSERRAT TOSTADO MALACON,639575.71
GUERRERO,Distrito 8,AYUTLA DE LOS LIBRES,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,EUNICE MONZON GARCIA,688464.9
HIDALGO,Distrito 5,TULA DE ALLENDE,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CUAUHTEMOC OCHOA FERNANDEZ,879830.47
QUINTANA ROO,Distrito 1,PLAYA DEL CARMEN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,JUAN LUIS CARRILLO SOBERANIS,722953.17
YUCATAN,Distrito 3,MERIDA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FANNY MONTEJO AQUE,228697.92
TLAXCALA,Distrito 2,TLAXCALA DE XICOHTENCATL,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,PATRICIA JARAMILLO GARCIA,88552.81
ZACATECAS,Distrito 1,FRESNILLO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GUADALUPE CELIA FLORES ESCOBEDO,238763.85
CHIAPAS,Distrito 2,BOCHIL,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARBELLA DEL CARMEN VAZQUEZ GOMEZ,75279.99
VERACRUZ,Distrito 10,XALAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARIA ESTELA SALAS MARIN,308970.12
VERACRUZ,Distrito 4,VERACRUZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,GRACIELA DEL ROCIO PEREZ DE LEON QUIROZ,240994.12
BAJA CALIFORNIA,Distrito 8,TIJUANA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JESUS ISMAEL MARTINEZ PEREZ,76688.53
JALISCO,Distrito 17,JOCOTEPEC,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARTHA ESTHER HERNANDEZ ESCAMILLA,54354.71
HIDALGO,Distrito 6,PACHUCA DE SOTO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ARIADNA PENELOPE APODACA SINSEL,226078.17
OAXACA,Distrito 1,SAN JUAN BAUTISTA TUXTEPEC,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ARLENE RIVERA ESCALANTE,64308.77
QUERETARO,Distrito 5,EL PUEBLITO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DULCE JACQUELINA HUERTA TELLEZ,401183.88
MICHOACAN,Distrito 8,MORELIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LUCIA BERENICE CRUZ GARCIA,243369.32
OAXACA,Distrito 5,SALINA CRUZ,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,KRISTEL RAMIREZ CORTES,44970.81
PUEBLA,Distrito 1,HUAUCHINANGO DE DEGOLLADO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,YOLANDA BEATRIZ HERNANDEZ ESCARCEGA,224318.16
CHIAPAS,Distrito 1,PALENQUE,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,EVANGELINA LOPEZ VERA,207968.11
JALISCO,Distrito 15,LA BARCA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MARTIN ALVAREZ CERVANTES,210378.17
DURANGO,Distrito 4,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,RIGOBERTO QUIÑONEZ SAMANIEGO,933426.86
CIUDAD DE MEXICO,Distrito 2,GUSTAVO A. MADERO,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,JUAN MANUEL MARQUEZ MENDEZ,1376041.61
SONORA,Distrito 7,"NAVOJOA",DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FRANCISCO MANUEL MARTINEZ MAGALLANES,212063.02
GUANAJUATO,Distrito 8,SALAMANCA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,SANDRA SORAIDA DE LOS REYES FERNANDEZ,206504
VERACRUZ,Distrito 18,ZONGOLICA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,YAZURI LOZANO CAMPOS,352220.02
TLAXCALA,Distrito 3,ZACATELCO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRO FLORES LOPEZ,220001.97
PUEBLA,Distrito 2,CUAUTILULCO BARRIO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,MONSERRAT GUZMAN REYES,55195.99
DURANGO,Distrito 1,VICTORIA DE DURANGO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,VLADIMIR JUVENTINO MARTINEZ TORRES,261662.13
VERACRUZ,Distrito 2,TANTOYUCA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,LUZ HERNANDEZ ACOSTA,54354.71
GUERRERO,Distrito 6,CHILAPA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LUZ ELENA SANTOS BELLO,210294.94
MICHOACAN,Distrito 1,LAZARO CARDENAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MINERVA BERMUDEZ DUARTE,284606.62
PUEBLA,Distrito 6,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ERIKA LUNA TOVAR,296597.69
VERACRUZ,Distrito 14,MINATITLAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,FERMIN GARCIA ESPINOSA,240994.12
VERACRUZ,Distrito 12,VERACRUZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROSA MAYLEN ANGELES BOZADA,240994.12
CIUDAD DE MEXICO,Distrito 13,IZTACALCO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,EDGAR GALINDO MACEDO,129245.6
PUEBLA,Distrito 5,SAN MARTIN TEXMELUCAN DE LABASTIDA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROSA JESSICA GUTIERREZ CASTAÑEDA,219318.16
SAN LUIS POTOSI,Distrito 4,CIUDAD VALLES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,LUIS FERNANDO GONZALEZ CASTAÑEDA,298211.93
PUEBLA,Distrito 1,HUAUCHINANGO DE DEGOLLADO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JOSE GUZMAN ISLAS,85246.25
CHIAPAS,Distrito 13,HUEHUETAN,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ELI RODRIGUEZ BRAVO,207968.11
TAMAULIPAS,Distrito 5,CIUDAD VICTORIA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARTHA PATRICIA CASTRO HERNANDEZ,213648.09
MEXICO,Distrito 33,CHALCO DE DIAZ COVARRUBIAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ROSA MARIA TAPIA HERNANDEZ,228238.35
MICHOACAN,Distrito 6,CIUDAD HIDALGO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,CRISTINA SAUCEDO ESPINAL,243369.32
CHIHUAHUA,Distrito 3,JUAREZ,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,MARISOL RUBIO CERA,206562.22
COAHUILA,Distrito 7,SALTILLO,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,BARBARA CASTILLO LABORDE,221313.61
HIDALGO,Distrito 1,HUEJUTLA DE REYES,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DULCE MARIA QUIJANO CRESPO,212816.92
COAHUILA,Distrito 1,PIEDRAS NEGRAS,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,DAMARIS ESTHER TAMEZ DOMINGUEZ,221313.61
SONORA,Distrito 2,NOGALES,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,JESUS OCTAVIO PESQUEIRA TAPIA,13034.05
BAJA CALIFORNIA,Distrito 5,TIJUANA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,ALEJANDRA GOMEZ VICENCIO,209059.45
PUEBLA,Distrito 14,ACATLAN DE OSORIO,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,GRISELDA JAZMIN SALMORAN BRUNO,92795.71
VERACRUZ,Distrito 2,TANTOYUCA,DIPUTACION FEDERAL MR,FUERZA POR MÉXICO,FS X MÉXICO,IRINEO DE LA CRUZ HERNANDEZ,240994.12
HIDALGO,Distrito 2,IXMIQUILPAN,DIPUTACION FEDERAL MR,JUNTOS HACEMOS HISTORIA,JUNTOS HACEMOS HISTORIA,CIRIA YAMILE SALOMON DURAN,755226.28
MEXICO,Distrito 23,LERMA DE VILLADA,DIPUTACION FEDERAL MR,REDES SOCIALES PROGRESISTAS,RSPPPN,ROBERTA IBARRA ARMENDARIZ,170989.88
