folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
612,62,NUEVO LEON,MONTERREY,1684,NA,NA,1,10,2018-06-22,5,1,1,73,1,1,2,1,2,1,2,1,99,1,1,1,3,2,1,1,1,1,1,1,1,5,22,24,37,31,61,17,192,2,0.7490120162349716
613,62,NUEVO LEON,MONTERREY,1684,NA,NA,1,10,2018-06-22,11,1,1,59,2,1,3,1,2,2,NA,1,2,1,2,2,3,8,1,8,6,1,3,1,1,5,22,24,18,31,15,17,127,4,0.46800453753742166
614,62,NUEVO LEON,MONTERREY,1684,NA,NA,1,10,2018-06-22,10,1,1,48,1,1,1,1,1,1,2,1,3,1,1,1,6,4,7,11,9,1,5,3,1,4,35,24,0,31,31,12,133,4,0.4831929877359073
615,62,NUEVO LEON,MONTERREY,1684,NA,NA,1,10,2018-06-22,3,1,1,39,2,2,NA,1,2,2,NA,2,NA,2,2,2,3,8,1,8,2,2,3,2,2,3,23,47,0,31,15,23,139,3,0.3540093814143415
616,62,NUEVO LEON,MONTERREY,1684,25.69127274,-100.27573613,1,10,2018-06-23,3,1,1,45,2,1,1,1,3,1,99,1,3,97,1,97,5,8,7,1,NA,NA,1,NA,NA,3,22,24,0,31,31,6,114,4,0.47858172636347546
617,62,NUEVO LEON,MONTERREY,1684,25.69203891,-100.27380477,1,10,2018-06-23,11,1,1,30,2,1,3,1,3,1,4,1,4,97,2,2,6,4,1,8,1,8,3,1,3,2,35,47,18,31,31,17,179,2,0.5169854847605194
618,62,NUEVO LEON,MONTERREY,1684,25.69208242,-100.27457695,1,10,2018-06-23,14,1,1,67,2,2,NA,2,NA,2,NA,1,4,2,2,2,2,8,1,8,2,2,3,2,2,5,10,24,0,31,0,6,71,6,0.46800453753742166
619,62,NUEVO LEON,MONTERREY,1684,25.69229,-100.27455269,1,10,2018-06-23,3,1,1,21,1,1,2,1,3,1,2,1,3,1,1,98,7,5,1,1,1,1,1,1,1,1,73,24,37,31,46,23,234,1,0.5093090257586269
620,62,NUEVO LEON,MONTERREY,1684,25.69253081,-100.27485151,1,10,2018-06-23,5,1,1,61,2,1,3,1,3,1,3,1,2,97,2,2,5,8,1,11,1,1,5,1,1,5,31,24,18,31,0,6,110,4,0.5289318844805357
621,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55491753,-96.60689276,2,10,2018-06-22,2,1,1,22,2,1,2,1,2,1,2,1,2,1,1,1,4,8,1,1,1,1,1,1,1,1,22,0,0,0,15,6,43,7,0.14688517698300774
622,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55546068,-96.60663294,2,10,2018-06-22,2,1,1,29,2,1,2,1,2,1,2,1,3,1,2,2,3,8,1,8,8,1,3,3,1,2,31,0,0,0,15,6,52,6,0.17651122477253003
623,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.5555261,-96.60672144,2,10,2018-06-22,1,1,1,35,2,1,2,1,2,2,NA,2,NA,1,1,1,3,8,1,1,2,1,1,2,1,2,22,0,0,0,46,6,74,6,0.238623751542045
624,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55561438,-96.60628115,2,10,2018-06-22,3,1,1,22,2,1,2,1,2,1,2,1,3,1,1,1,3,8,1,6,1,1,1,1,1,1,10,0,0,0,61,6,77,6,0.29340180504575614
625,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55569505,-96.60615436,2,10,2018-06-22,1,1,1,33,2,1,2,1,99,1,2,1,2,1,1,2,3,8,1,1,1,1,1,1,1,2,0,0,0,0,15,6,21,7,0.238623751542045
626,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55577483,-96.606337,2,10,2018-06-22,1,1,1,47,1,1,2,1,2,1,2,1,2,97,2,2,1,11,1,8,1,8,3,1,3,4,0,0,0,0,61,6,67,6,0.1459704403205679
627,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55588171,-96.60614768,2,10,2018-06-22,1,1,1,34,2,1,2,1,3,1,99,2,NA,1,1,98,2,8,1,1,1,1,1,1,1,2,22,0,0,0,15,6,43,7,0.238623751542045
628,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55608873,-96.60603337,2,10,2018-06-22,3,1,1,36,1,1,3,1,2,1,3,1,3,97,2,2,2,11,1,8,8,8,3,3,3,3,10,0,0,0,15,6,31,7,0.14308896105925972
629,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55861775,-96.6054298,2,10,2018-06-22,4,1,1,46,1,1,2,1,99,2,NA,1,99,1,1,2,2,11,1,NA,1,2,NA,1,2,4,10,0,18,0,61,17,106,5,0.15368065790042695
630,63,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,171,16.55609661,-96.60604591,2,10,2018-06-22,4,1,1,28,2,1,2,1,2,1,3,1,3,1,1,2,3,8,1,1,1,3,1,1,1,2,0,0,0,0,15,6,21,7,0.238623751542045
631,64,OAXACA,OCOTLAN DE MORELOS,621,16.79350459,-96.67832256,1,4,2018-06-20,9,1,1,53,1,1,3,1,2,1,4,1,1,97,2,2,5,4,97,11,8,8,5,3,3,4,10,47,0,0,31,23,111,4,1.1634161251473893
632,64,OAXACA,OCOTLAN DE MORELOS,621,16.79267172,-96.67962998,1,4,2018-06-20,14,1,1,54,2,1,2,1,3,1,2,1,1,1,1,1,7,8,1,7,2,3,2,2,1,4,43,24,0,0,15,6,88,5,1.9416409427343633
633,64,OAXACA,OCOTLAN DE MORELOS,621,16.79313284,-96.67981394,1,4,2018-06-20,1,1,1,39,2,1,3,1,99,2,NA,1,99,97,2,2,5,8,1,4,NA,8,3,NA,3,3,31,47,0,31,61,23,193,2,0.9633384854343138
634,64,OAXACA,OCOTLAN DE MORELOS,621,16.79567372,-96.68044232,1,4,2018-06-20,12,1,1,49,2,1,2,1,2,2,NA,1,2,2,2,2,5,8,1,7,8,6,2,3,1,4,10,0,0,31,31,6,78,6,1.9416409427343633
635,64,OAXACA,OCOTLAN DE MORELOS,621,16.79574575,-96.68081647,1,4,2018-06-20,1,1,1,37,2,1,3,1,2,1,4,1,4,1,2,2,7,8,1,8,8,8,3,3,3,3,0,0,0,0,15,6,21,7,0.852372102336888
636,64,OAXACA,OCOTLAN DE MORELOS,621,16.79562157,-96.6802951,1,4,2018-06-20,2,1,1,41,2,1,3,1,3,1,3,2,NA,97,97,97,5,12,1,NA,NA,NA,NA,NA,NA,3,31,0,0,0,15,6,52,6,0.8973947408490858
637,64,OAXACA,OCOTLAN DE MORELOS,621,16.79456225,-96.680243,1,4,2018-06-20,2,1,1,44,1,1,1,1,3,1,3,1,2,1,1,97,10,1,1,1,9,NA,1,3,NA,3,22,47,37,31,15,23,175,2,1.3641682841648617
638,64,OAXACA,OCOTLAN DE MORELOS,621,16.79416057,-96.68070991,1,4,2018-06-20,2,1,1,58,1,1,3,1,2,1,4,1,4,1,2,2,6,1,7,4,NA,1,3,NA,1,5,35,24,0,0,15,12,86,5,1.5076883665714633
639,64,OAXACA,OCOTLAN DE MORELOS,621,16.79355804,-96.68077245,1,4,2018-06-20,8,1,1,43,1,1,2,1,2,1,3,1,3,1,2,2,3,11,1,8,8,8,3,3,3,3,22,0,0,0,15,6,43,7,1.0090823443925012
640,64,OAXACA,OCOTLAN DE MORELOS,621,16.79297245,-96.68057257,1,4,2018-06-20,11,1,1,50,1,1,2,1,2,1,2,1,2,1,2,2,3,4,1,9,8,8,3,3,3,4,22,24,18,31,15,23,133,4,1.1634161251473893
641,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44519363,-95.5318392,2,5,2018-06-21,1,1,1,72,1,1,3,1,2,1,2,1,99,2,97,1,2,11,1,2,2,2,2,2,2,5,10,0,0,0,46,6,62,6,1.2247614091034975
642,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44549442,-95.53192063,2,5,2018-06-21,2,1,1,61,2,1,3,1,4,1,3,1,3,97,97,97,2,8,1,NA,NA,NA,NA,NA,NA,5,10,0,0,0,31,12,53,6,0.8140322736930032
643,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44490032,-95.53154789,2,5,2018-06-21,2,1,1,79,1,1,2,1,3,1,2,2,NA,2,1,1,2,11,1,2,2,2,2,2,2,5,10,24,0,0,15,6,55,6,1.2247614091034975
644,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44487385,-95.53160641,2,5,2018-06-21,1,1,1,30,2,1,2,1,2,1,3,1,2,1,2,2,5,8,7,9,8,8,3,3,3,2,31,24,0,0,15,12,82,5,0.9653066547221486
645,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44464931,-95.53137665,2,5,2018-06-21,3,1,1,44,2,1,2,1,2,1,2,1,2,1,2,2,7,8,1,8,8,8,3,3,3,3,10,24,0,0,15,12,61,6,0.5848601589945569
646,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44411852,-95.53103797,2,5,2018-06-21,3,1,1,28,1,1,2,1,2,2,NA,2,NA,1,2,2,7,1,1,9,9,8,3,3,3,2,31,24,18,31,46,12,162,3,1.1427801303376297
647,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44381159,-95.53152692,2,5,2018-06-21,6,1,1,50,2,1,2,1,2,1,99,1,99,97,99,2,2,8,5,9,8,8,3,3,3,4,10,0,0,0,15,12,37,7,0.6743114114638253
648,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44364342,-95.53148974,2,5,2018-06-21,5,1,1,63,1,1,2,1,2,1,2,1,2,2,97,1,2,11,1,2,2,2,2,2,2,5,10,24,0,0,31,12,77,6,1.2247614091034975
649,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44324236,-95.5306681,2,5,2018-06-21,3,1,1,35,2,1,2,1,2,1,2,1,2,1,2,2,7,8,1,8,8,8,3,3,3,2,43,24,0,0,15,6,88,5,0.8541135593833905
650,65,OAXACA,SANTA MARIA JALAPA DEL MARQUES,1872,16.44348041,-95.53096838,2,5,2018-06-21,3,1,1,26,2,1,3,1,1,1,4,1,3,97,2,2,9,8,7,8,8,8,3,3,3,2,31,24,0,31,31,6,123,4,0.8541135593833905
651,66,OAXACA,SANTOS REYES NOPALA,2266,16.10637116,-97.14801138,3,9,2018-06-24,9,1,1,24,1,1,2,1,2,1,2,1,2,2,2,2,9,2,1,8,8,8,3,3,3,1,10,0,0,0,31,12,53,6,0.8766181180007558
652,66,OAXACA,SANTOS REYES NOPALA,2266,16.10604437,-97.14756093,3,9,2018-06-24,1,1,1,30,1,1,2,1,1,1,2,1,3,2,2,2,7,6,1,8,8,8,3,3,3,2,22,24,0,31,15,6,98,5,1.42411854132338
653,66,OAXACA,SANTOS REYES NOPALA,2266,16.10505532,-97.14860902,3,9,2018-06-24,2,1,1,27,1,1,4,1,2,1,3,1,3,1,2,2,10,1,1,8,NA,8,3,NA,3,2,73,24,18,0,15,6,136,4,1.42411854132338
654,66,OAXACA,SANTOS REYES NOPALA,2266,16.10462957,-97.14910722,3,9,2018-06-24,2,1,1,23,2,1,3,1,2,1,3,1,3,97,2,2,7,10,1,8,8,8,3,3,3,1,22,47,0,0,15,12,96,5,0.7404795380071294
655,66,OAXACA,SANTOS REYES NOPALA,2266,16.1046333,-97.14680629,3,9,2018-06-24,3,1,1,48,2,2,NA,1,2,2,NA,2,NA,97,98,97,5,2,1,8,4,4,3,3,3,4,0,0,0,0,15,12,27,7,0.8403185864002164
656,66,OAXACA,SANTOS REYES NOPALA,2266,16.10489737,-97.14692644,3,9,2018-06-24,1,1,1,26,2,1,2,1,2,1,2,1,3,1,2,2,7,8,1,3,8,8,1,3,3,2,22,47,0,0,15,12,96,5,1.35956020467618
657,66,OAXACA,SANTOS REYES NOPALA,2266,16.10582665,-97.1450005,3,9,2018-06-24,3,1,1,52,2,1,2,1,2,1,2,1,2,1,1,1,5,8,1,8,2,2,3,2,2,4,22,0,0,0,15,6,43,7,0.8403185864002164
658,66,OAXACA,SANTOS REYES NOPALA,2266,16.10667162,-97.14513397,3,9,2018-06-24,5,1,1,54,1,2,NA,1,2,1,2,1,2,97,2,2,5,11,1,9,8,3,3,3,1,4,31,0,0,0,15,6,52,6,1.1243228410808048
659,66,OAXACA,SANTOS REYES NOPALA,2266,16.10801908,-97.14429026,3,9,2018-06-24,5,1,1,35,2,1,3,1,2,1,4,1,3,97,97,97,10,4,1,NA,NA,NA,NA,NA,NA,2,10,24,0,0,15,12,61,6,1.2664937568585304
660,66,OAXACA,SANTOS REYES NOPALA,2266,16.10799816,-97.14432826,3,9,2018-06-24,1,1,1,38,2,1,2,1,2,1,2,1,2,99,1,1,5,8,1,NA,NA,NA,NA,NA,NA,3,10,24,0,0,31,23,88,5,0.867240347450569
661,67,OAXACA,YOGANA,2421,16.46131834,-96.788393,3,10,2018-06-23,6,1,1,57,2,1,2,1,3,1,2,1,3,97,2,2,1,4,1,8,8,8,3,3,3,5,10,24,18,0,15,6,73,6,0.834532363005609
662,67,OAXACA,YOGANA,2421,16.4608061,-96.78826581,3,10,2018-06-23,3,1,1,33,2,1,2,1,2,1,2,1,3,1,1,2,3,8,97,9,8,9,3,3,3,2,22,0,0,0,15,12,49,7,1.041888280050217
663,67,OAXACA,YOGANA,2421,16.46131707,-96.78720263,3,10,2018-06-23,4,1,1,38,2,1,3,1,2,1,3,1,2,1,2,2,3,8,1,8,4,9,3,3,3,3,22,24,0,0,15,6,67,6,0.6312594470822659
664,67,OAXACA,YOGANA,2421,16.46258506,-96.78843126,3,10,2018-06-23,8,1,1,32,2,1,3,1,3,1,2,1,3,2,2,1,5,11,1,5,2,8,2,2,3,2,10,0,0,0,31,12,53,6,1.041888280050217
665,67,OAXACA,YOGANA,2421,16.46230696,-96.788941,3,10,2018-06-23,1,1,1,41,2,1,2,1,2,1,2,2,NA,97,97,98,3,8,1,NA,8,8,NA,3,3,3,22,0,0,0,31,17,70,6,0.6646028258900365
666,67,OAXACA,YOGANA,2421,16.46069696,-96.79261363,3,10,2018-06-23,14,1,1,25,2,1,2,1,2,1,2,2,NA,2,1,1,3,8,1,1,2,5,1,2,2,1,31,24,0,0,0,6,61,6,0.7671443866481875
667,67,OAXACA,YOGANA,2421,16.4605587,-96.79210463,3,10,2018-06-23,3,1,1,22,2,1,3,1,3,1,2,1,2,1,2,1,3,8,1,2,2,5,2,2,2,1,10,24,18,0,46,17,115,4,0.7592810369091775
668,67,OAXACA,YOGANA,2421,16.45998517,-96.790624,3,10,2018-06-23,11,1,1,70,1,1,2,1,2,1,2,1,2,1,2,2,2,6,1,4,4,4,3,3,3,5,10,24,0,0,31,12,77,6,1.1165810354948755
669,67,OAXACA,YOGANA,2421,16.45947444,-96.79091986,3,10,2018-06-23,2,1,1,49,1,1,2,1,3,1,3,1,3,1,1,2,3,11,1,1,1,1,1,1,1,4,22,0,0,0,31,12,65,6,1.0306362166734298
670,67,OAXACA,YOGANA,2421,16.45887671,-96.78521121,3,10,2018-06-23,6,1,1,19,2,1,2,1,2,1,2,1,1,2,1,1,1,11,1,1,2,1,1,2,1,1,0,0,0,0,31,12,43,7,0.7671443866481875
671,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,14,1,1,49,2,1,3,1,1,2,NA,2,NA,97,2,2,10,12,1,8,9,8,3,3,3,4,73,47,18,31,31,23,223,1,1.9278240731507386
672,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,6,1,1,50,2,1,2,1,2,1,2,2,NA,98,98,98,5,8,1,NA,NA,NA,NA,NA,NA,4,10,0,0,0,15,12,37,7,2.1787985760224133
673,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,7,1,1,23,2,1,2,1,3,1,2,1,3,1,2,2,10,5,1,NA,4,4,NA,3,3,1,35,0,0,31,46,12,124,4,1.9199334503536485
674,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,6,1,1,66,1,1,4,1,2,1,4,1,3,97,2,2,6,10,97,NA,NA,NA,NA,NA,NA,5,43,47,37,0,46,23,196,2,3.3426504846825384
675,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,38,1,1,34,2,1,2,1,1,1,99,1,99,1,2,2,7,8,1,8,8,NA,3,3,NA,2,31,0,0,0,15,12,58,6,2.759765555362842
676,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,3,1,1,28,2,1,2,1,2,1,2,1,3,97,97,97,7,8,97,NA,NA,NA,NA,NA,NA,2,23,24,0,0,0,17,64,6,2.905537485998375
677,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,5,1,1,43,1,2,NA,1,1,2,NA,2,NA,97,2,2,3,12,8,8,8,8,3,3,3,3,10,0,0,0,0,17,27,7,2.2372060847285904
678,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,2,1,1,59,2,1,4,1,1,1,3,1,3,97,2,2,3,8,1,8,8,8,3,3,3,5,22,24,18,31,15,12,122,4,2.4982960654061412
679,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,3,1,1,40,2,1,2,1,2,1,2,1,99,2,2,1,5,8,97,NA,NA,NA,NA,NA,NA,3,31,0,0,0,15,12,58,6,2.1357887522691326
680,68,PUEBLA,IZUCAR DE MATAMOROS,746,NA,NA,1,13,2018-06-24,14,1,1,28,1,1,4,1,1,1,4,2,NA,97,2,2,7,2,1,8,8,8,3,3,3,2,43,24,0,31,61,23,182,2,3.2671537336149763
681,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,11,1,1,60,1,1,2,1,1,1,4,1,3,97,2,2,3,4,1,8,8,8,3,3,3,5,22,0,0,31,46,0,99,5,1.59759491144042
682,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,9,1,1,36,2,1,3,1,2,1,3,1,3,1,2,2,10,3,97,23,23,23,3,3,3,3,22,24,18,0,46,17,127,4,1.1536755247728003
683,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,14,1,1,38,1,1,3,1,1,1,3,1,2,2,2,2,10,2,1,8,8,8,3,3,3,3,43,24,37,31,46,17,198,2,1.208457484890305
684,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,3,1,1,42,1,1,3,1,2,1,3,1,2,97,2,2,10,3,1,NA,NA,NA,NA,NA,NA,3,73,24,18,31,46,17,209,2,1.2722886970456646
685,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,5,1,1,37,2,1,3,1,2,1,2,1,3,1,2,2,5,8,1,4,1,8,3,1,3,3,73,0,18,31,15,12,149,3,1.1536755247728003
686,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,1,1,1,55,2,1,99,1,3,1,3,2,NA,1,1,97,5,8,1,NA,9,2,NA,3,2,4,31,47,18,31,46,23,196,2,1.0963445857334944
687,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,7,1,1,68,2,1,3,1,3,1,2,1,2,2,97,97,2,8,1,NA,NA,7,NA,NA,2,5,10,24,18,31,15,12,110,4,1.4207693549499267
688,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,1,1,1,67,1,1,4,1,3,1,2,1,2,2,2,1,3,10,1,11,1,2,5,1,2,5,22,47,0,31,15,6,121,4,1.8055784065493772
689,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,5,1,1,32,1,1,4,1,2,1,3,1,3,97,2,2,7,2,1,8,8,8,3,3,3,2,43,24,18,31,46,12,174,2,1.7647978032177158
690,69,PUEBLA,PUEBLA,1580,NA,NA,1,6,2018-06-20,7,1,1,57,1,1,2,1,2,1,2,1,2,1,2,2,5,2,1,1,1,1,1,1,1,5,31,24,0,31,15,6,107,5,2.15977251137245
691,70,QUERETARO,QUERETARO,433,20.58877464,-100.37805637,1,4,2018-06-24,11,1,1,53,1,1,2,1,3,1,3,1,2,1,1,1,2,4,1,11,2,1,5,2,1,4,10,47,0,0,31,12,100,5,0.547305972971377
692,70,QUERETARO,QUERETARO,433,20.58890709,-100.37789541,1,4,2018-06-24,3,1,1,65,2,1,3,1,2,2,NA,1,2,2,2,2,2,8,1,4,2,8,3,2,3,5,10,24,0,31,61,23,149,3,0.599113784799843
693,70,QUERETARO,QUERETARO,433,20.58893908,-100.37739426,1,4,2018-06-24,7,1,1,59,1,1,2,1,2,1,3,1,2,1,1,2,10,3,1,NA,NA,NA,NA,NA,NA,5,73,47,18,31,15,23,207,2,0.6607106420110648
694,70,QUERETARO,QUERETARO,433,20.589012,-100.37710572,1,4,2018-06-24,5,1,1,44,2,1,3,1,2,1,2,1,2,97,2,2,7,2,1,4,3,8,3,1,3,3,43,24,18,0,31,12,128,4,0.4531834273868306
695,70,QUERETARO,QUERETARO,433,20.58838755,-100.37723946,1,4,2018-06-24,15,1,1,44,1,1,3,1,2,1,3,1,3,1,2,2,7,4,1,8,8,8,3,3,3,3,35,24,18,31,61,23,192,2,0.47470271587993484
696,70,QUERETARO,QUERETARO,433,20.58897164,-100.37963407,1,4,2018-06-24,19,1,1,66,2,1,3,1,3,1,2,1,3,1,1,1,2,8,1,2,2,2,2,2,2,5,10,47,0,0,31,23,111,4,0.7092942044032389
697,70,QUERETARO,QUERETARO,433,20.58897847,-100.3791052,1,4,2018-06-24,7,1,1,44,2,1,4,1,1,1,1,1,3,97,2,2,5,8,1,8,6,8,3,1,3,3,22,47,37,0,46,23,175,2,0.4009814998430146
698,70,QUERETARO,QUERETARO,433,20.58829457,-100.37885153,1,4,2018-06-24,15,1,1,79,2,2,NA,1,99,2,NA,2,NA,98,98,98,1,8,1,NA,NA,NA,NA,NA,NA,5,0,47,0,0,0,0,47,7,0.599113784799843
699,70,QUERETARO,QUERETARO,433,20.58834305,-100.3795964,1,4,2018-06-24,7,1,1,39,2,1,4,1,3,1,4,1,4,97,97,97,5,8,1,NA,NA,NA,NA,NA,NA,3,31,24,0,31,31,23,140,3,0.42216150452408713
700,70,QUERETARO,QUERETARO,433,20.58800209,-100.38034801,1,4,2018-06-24,13,1,1,80,2,1,99,1,99,1,99,2,NA,2,2,2,2,8,1,1,3,3,1,1,1,5,10,24,0,0,46,23,103,5,0.7166398750126085
701,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,1,1,1,38,1,1,2,1,2,1,2,1,2,1,1,2,5,2,1,1,1,1,1,1,1,3,31,24,18,0,31,12,116,4,0.769178218968857
702,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,1,1,1,21,2,1,1,2,NA,1,2,1,1,1,1,1,3,6,2,3,3,3,1,1,1,1,43,24,18,31,31,12,159,3,0.48827649713682486
703,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,5,1,1,52,1,2,NA,1,1,1,2,1,2,97,2,2,5,4,97,4,8,8,3,3,3,4,31,24,18,31,46,12,162,3,0.6559853014090239
704,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,3,1,1,47,2,1,2,1,2,1,1,2,NA,2,97,1,8,2,97,2,2,2,2,2,2,4,43,47,18,31,46,12,197,2,0.6560150862400181
705,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,5,1,1,29,1,1,3,1,2,1,3,2,NA,97,2,2,7,2,13,8,8,8,3,3,3,2,43,24,18,31,31,12,159,3,0.8309008733418196
706,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,3,1,1,45,2,1,3,1,1,1,4,1,3,97,2,2,7,2,13,8,8,8,3,3,3,3,43,47,18,31,46,23,208,2,0.48060496874518627
707,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,3,1,1,21,2,1,2,1,1,1,1,1,2,1,1,97,5,2,97,1,1,1,1,1,1,1,31,24,18,31,46,17,167,3,0.5840600179090056
708,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,7,1,1,41,1,1,1,1,4,1,1,1,3,2,97,1,5,2,1,2,2,2,2,2,2,3,31,24,18,0,31,12,116,4,0.7612940221310137
709,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,1,1,1,28,2,2,NA,2,NA,2,NA,2,NA,98,99,99,5,2,97,NA,NA,NA,NA,NA,NA,2,22,24,18,31,15,6,116,4,0.7389348134445491
710,71,QUINTANA ROO,BENITO JUAREZ,585,NA,NA,1,4,2018-06-22,1,1,1,27,2,1,2,1,3,1,4,1,3,1,1,97,3,8,97,1,1,1,1,1,1,2,43,24,0,31,31,12,141,3,0.948840417132655
711,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,1,1,1,47,1,1,99,1,2,1,99,1,99,1,2,2,5,1,97,20,8,8,3,3,3,4,31,0,18,0,31,12,92,5,0.28616283707013096
712,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,3,1,1,47,2,1,2,1,3,1,1,1,99,2,1,1,5,8,1,2,2,2,2,2,2,4,10,0,0,0,31,12,53,6,0.286175830214521
713,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,64,2,2,NA,2,NA,1,99,2,NA,2,98,1,2,8,1,NA,2,NA,NA,2,NA,5,10,0,0,0,0,17,27,7,0.31325092151901873
714,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,54,2,2,NA,1,2,1,99,2,NA,99,99,99,2,8,1,NA,NA,NA,NA,NA,NA,4,0,0,0,0,15,0,15,7,0.2417218182436851
715,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,4,1,1,29,1,1,1,1,1,1,2,1,2,1,2,2,10,2,1,8,1,1,3,1,1,2,31,24,37,0,15,17,124,4,0.3624668887074454
716,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,27,1,1,2,1,2,1,2,1,2,99,99,99,7,2,1,NA,NA,NA,NA,NA,NA,2,43,47,18,0,0,12,120,4,0.4096547770981724
717,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,4,1,1,58,2,1,99,1,99,1,99,1,99,99,99,99,2,8,1,NA,NA,NA,NA,NA,NA,5,10,24,18,0,15,6,73,6,0.31325092151901873
718,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,48,2,1,3,1,99,1,99,1,99,99,98,99,5,8,1,NA,NA,NA,NA,NA,NA,4,22,0,0,0,31,17,70,6,0.2417218182436851
719,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,64,2,1,99,1,99,1,99,1,99,99,99,98,2,8,1,NA,NA,NA,NA,NA,NA,5,35,0,0,0,0,12,47,7,0.31325092151901873
720,72,SAN LUIS POTOSI,CIUDAD VALLES,365,NA,NA,2,4,2018-06-24,2,1,1,59,1,1,3,1,99,1,2,1,2,2,97,2,2,11,1,NA,NA,NA,NA,NA,NA,5,0,0,0,0,15,6,21,7,0.3708427028558361
