folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
1,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,6,1,1,66,1,1,2,1,3,1,2,1,3,98,98,98,5,10,1,NA,NA,1,NA,NA,1,5,31,47,18,31,15,17,159,3,0.7568838775188441
2,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,2,1,1,58,1,1,2,1,2,1,2,1,2,1,1,2,7,1,1,8,5,6,3,2,1,5,43,24,0,0,46,23,136,4,0.6696988770408911
3,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,4,1,1,18,1,1,2,1,2,2,NA,2,NA,1,1,97,5,2,1,1,1,2,1,1,2,1,22,24,0,31,46,12,135,4,0.6156211035557663
4,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,3,1,1,56,1,1,1,1,2,1,1,1,2,1,2,2,6,12,1,8,1,1,3,1,1,5,31,47,18,0,0,0,96,5,0.6696988770408911
5,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,14,1,1,30,1,2,NA,2,NA,2,NA,2,NA,97,2,2,10,1,97,9,9,8,3,3,3,2,31,47,37,31,46,17,209,2,0.83609868482357
6,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,8,1,1,21,1,1,3,1,2,1,3,1,2,1,2,2,10,2,97,11,9,7,5,3,2,1,73,24,18,31,15,12,173,2,0.5146616902212734
7,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,16,1,1,37,1,1,3,1,1,1,2,1,1,97,2,97,10,2,1,11,5,NA,5,2,NA,3,73,47,18,31,31,17,217,1,0.5725243492142627
8,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,14,1,1,31,2,1,2,1,2,1,2,2,NA,2,2,2,7,8,1,4,8,8,3,3,3,2,43,24,0,31,15,12,125,4,0.7062527629231499
9,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,20,1,1,32,2,1,2,1,2,1,2,1,3,1,1,1,5,2,1,2,NA,2,2,NA,2,2,35,24,0,31,46,17,153,3,0.8361366476528719
10,1,AGUASCALIENTES,AGUASCALIENTES,120,NA,NA,1,2,2018-06-21,4,1,1,27,1,1,2,1,2,1,2,1,2,1,2,2,10,2,1,NA,NA,2,NA,NA,2,2,31,47,18,0,61,17,174,2,0.83609868482357
11,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-21,20,1,1,76,1,1,2,1,1,1,3,1,2,97,2,2,3,10,1,8,NA,NA,3,NA,NA,5,22,24,0,31,0,12,89,5,0.7790740621022431
12,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-21,1,1,1,42,1,1,99,1,99,1,99,1,99,97,2,2,5,2,1,4,4,4,3,3,3,3,0,24,0,31,61,23,139,3,0.6660289955474482
13,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-21,16,1,1,34,2,1,3,1,3,1,3,1,2,1,1,1,5,4,1,11,1,1,5,1,1,2,43,47,0,0,31,17,138,3,0.8215979266870933
14,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,25,1,1,55,2,1,3,1,3,1,99,2,NA,97,97,97,3,8,1,NA,6,1,NA,1,1,4,22,47,18,31,31,23,172,2,0.5739242083227863
15,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,4,1,1,78,1,1,3,1,2,1,3,1,3,97,2,2,2,10,1,9,1,1,3,1,1,5,0,47,37,0,61,23,168,2,0.880498112231862
16,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,37,1,1,25,2,1,3,1,2,1,1,1,2,2,2,1,5,8,1,2,2,2,2,2,2,1,22,47,0,0,15,12,96,5,0.5987433947019153
17,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,8,1,1,33,2,1,2,1,1,1,2,1,2,1,2,2,10,8,4,8,8,8,3,3,3,2,43,24,18,31,15,12,143,3,0.7269585536491652
18,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,28,1,1,25,2,1,2,1,2,1,3,1,2,1,2,2,7,1,1,8,1,1,3,1,1,1,31,47,0,31,31,23,163,3,0.4474803330432706
19,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,35,1,1,46,1,1,3,1,1,1,3,1,3,97,2,2,10,2,1,8,8,8,3,3,3,4,73,47,37,31,31,17,236,1,0.6011768390804694
20,2,AGUASCALIENTES,AGUASCALIENTES,193,NA,NA,1,3,2018-06-22,31,1,1,25,2,1,3,1,2,1,3,1,2,2,2,2,7,8,1,4,1,1,3,1,1,1,43,24,18,31,15,12,143,3,0.5057357286960693
21,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,21,1,1,30,2,1,3,1,99,1,3,1,3,1,1,97,7,2,1,4,1,1,3,1,1,2,43,24,18,31,61,17,194,2,0.8310524481107973
22,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,13,1,1,63,2,1,99,1,99,2,NA,2,NA,99,99,99,3,8,1,NA,NA,NA,NA,NA,NA,5,22,47,0,0,15,17,101,5,0.7008172072412491
23,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,3,1,1,61,2,1,4,1,1,1,3,1,3,97,2,2,5,8,97,8,8,8,3,3,3,5,73,24,18,31,31,12,189,2,0.6656569390242807
24,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,7,1,1,64,2,1,3,1,2,1,2,1,4,2,2,2,8,1,1,8,2,NA,3,2,NA,5,73,47,18,31,31,23,223,1,0.6656569390242807
25,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,5,1,1,50,2,1,3,1,2,1,2,1,2,2,97,1,7,8,1,11,5,5,5,2,2,4,43,24,18,31,61,12,189,2,0.5805286294720096
26,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,5,1,1,57,1,1,4,1,1,1,3,1,3,97,2,2,10,12,7,8,NA,NA,3,NA,NA,5,73,47,37,31,46,23,257,1,0.7880392410195006
27,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,2,1,1,54,2,1,2,1,2,1,2,1,99,2,2,2,5,8,1,9,9,3,3,3,1,4,31,24,18,0,46,12,131,4,0.5805286294720096
28,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,11,1,1,68,2,1,99,1,2,1,3,1,99,97,2,2,3,8,1,8,8,8,3,3,3,5,22,24,37,31,31,17,162,3,0.6656569390242807
29,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,10,1,1,70,1,2,NA,1,2,2,NA,2,NA,97,2,2,5,10,7,8,8,8,3,3,3,5,31,24,18,31,31,12,147,3,0.7880392410195006
30,3,BAJA CALIFORNIA,ENSENADA,206,NA,NA,1,3,2018-06-23,7,1,1,60,2,1,3,1,2,1,3,1,2,97,97,97,10,10,1,NA,NA,NA,NA,NA,NA,5,73,47,37,31,15,23,226,1,0.7008172072412491
31,4,BAJA CALIFORNIA,MEXICALI,346,32.60505405,-115.48276951,1,2,2018-06-20,1,1,1,49,2,1,3,1,2,1,3,1,3,97,2,2,10,4,7,8,9,9,3,3,3,4,73,47,37,31,31,17,236,1,4.789465324251402
32,4,BAJA CALIFORNIA,MEXICALI,346,32.6051023,-115.48277405,1,2,2018-06-20,1,1,1,45,2,1,3,1,3,1,3,1,3,98,98,98,10,2,7,NA,NA,NA,NA,NA,NA,3,73,47,37,31,31,17,236,1,5.306130528913329
33,4,BAJA CALIFORNIA,MEXICALI,346,32.60623706,-115.48270246,1,2,2018-06-20,10,1,1,65,2,1,3,1,3,1,3,1,2,97,97,97,5,8,1,11,NA,NA,5,NA,NA,5,31,47,18,0,0,12,108,5,7.0147665419938905
34,4,BAJA CALIFORNIA,MEXICALI,346,32.60621,-115.48268301,1,2,2018-06-20,1,1,1,39,1,1,1,1,2,1,2,1,1,1,1,2,10,2,7,11,1,1,5,1,1,3,73,24,37,31,15,12,192,2,6.281672780102632
35,4,BAJA CALIFORNIA,MEXICALI,346,32.60496185,-115.48173686,1,2,2018-06-20,5,1,1,40,1,1,2,1,2,1,2,1,3,1,1,1,5,6,1,1,1,1,1,1,1,3,31,47,18,31,15,12,154,3,7.513926920421001
36,4,BAJA CALIFORNIA,MEXICALI,346,32.60759352,-115.48307976,1,2,2018-06-20,22,1,1,42,2,1,2,1,2,1,4,1,2,1,2,2,10,8,1,8,8,6,3,3,1,3,73,24,18,31,31,17,194,2,4.69492053165999
37,4,BAJA CALIFORNIA,MEXICALI,346,32.60726121,-115.48146686,1,2,2018-06-20,15,1,1,38,2,2,NA,1,2,2,NA,2,NA,2,2,2,5,8,1,4,4,8,3,3,3,3,31,24,0,0,0,6,61,6,5.306130528913329
38,4,BAJA CALIFORNIA,MEXICALI,346,32.60707094,-115.48235806,1,2,2018-06-20,1,1,1,50,2,1,2,1,2,1,2,1,2,2,2,2,5,8,1,9,9,9,3,3,3,4,31,24,37,31,15,12,150,3,5.412983670928428
39,4,BAJA CALIFORNIA,MEXICALI,346,32.60743734,-115.48252739,1,2,2018-06-20,3,1,1,69,2,1,3,1,1,1,2,1,3,2,2,2,4,8,1,8,2,8,3,2,3,5,73,47,18,31,15,23,207,2,6.206739785866773
40,4,BAJA CALIFORNIA,MEXICALI,346,32.60884916,-115.48153371,1,2,2018-06-20,30,1,1,19,1,1,2,1,3,1,2,1,3,1,1,1,6,5,1,1,1,1,1,1,1,1,31,47,37,31,0,12,158,3,6.754525522574339
41,5,BAJA CALIFORNIA,MEXICALI,365,32.60883604,-115.46018126,1,2,2018-06-21,29,1,1,19,2,1,2,1,2,1,3,1,3,1,2,2,5,8,7,4,4,1,3,3,1,1,23,24,0,31,15,17,110,4,0.6029254487822517
42,5,BAJA CALIFORNIA,MEXICALI,365,32.60890994,-115.45869866,1,2,2018-06-21,10,1,1,68,2,1,3,1,1,1,3,1,2,97,2,2,5,6,1,4,4,4,3,3,3,5,31,24,37,31,15,6,144,3,0.8866884017205543
43,5,BAJA CALIFORNIA,MEXICALI,365,32.60897673,-115.45723228,1,2,2018-06-21,8,1,1,51,1,2,NA,1,2,2,NA,1,3,1,2,2,3,4,7,9,8,3,3,3,1,4,22,47,37,31,0,17,154,3,0.8100128401956781
44,5,BAJA CALIFORNIA,MEXICALI,365,32.60899847,-115.45643888,1,2,2018-06-21,5,1,1,53,1,1,2,1,2,1,3,1,3,2,1,1,5,2,1,1,1,1,1,1,1,4,0,24,18,0,15,12,69,6,0.968910272612694
45,5,BAJA CALIFORNIA,MEXICALI,365,32.60902599,-115.45721517,1,2,2018-06-21,15,1,1,52,2,1,3,1,2,1,3,1,2,97,2,2,5,8,1,8,6,6,3,1,1,4,31,24,0,31,31,6,123,4,0.6054033770095195
46,5,BAJA CALIFORNIA,MEXICALI,365,32.60901899,-115.46006454,1,2,2018-06-21,7,1,1,49,1,1,2,1,1,1,4,1,99,1,2,2,5,4,1,8,8,8,3,3,3,4,31,47,37,31,61,23,230,1,0.7167079463312293
47,5,BAJA CALIFORNIA,MEXICALI,365,32.60953811,-115.4598072,1,2,2018-06-21,9,1,1,36,1,1,2,1,3,1,1,1,2,2,1,1,10,1,97,7,7,7,2,2,2,3,73,24,18,31,15,6,167,3,1.5687882880219661
48,5,BAJA CALIFORNIA,MEXICALI,365,32.61004601,-115.45621956,1,2,2018-06-21,9,1,1,30,1,1,4,1,1,2,NA,1,4,97,2,2,6,1,1,8,8,NA,3,3,NA,2,35,24,0,31,15,6,111,4,1.025999172376301
49,5,BAJA CALIFORNIA,MEXICALI,365,32.61009431,-115.45684111,1,2,2018-06-21,9,1,1,47,1,1,4,1,1,1,3,1,2,1,2,2,4,2,7,8,6,6,3,1,1,4,23,24,18,0,15,6,86,5,0.7167079463312293
50,5,BAJA CALIFORNIA,MEXICALI,365,32.61012655,-115.45730948,1,2,2018-06-21,3,1,1,70,2,1,3,1,2,1,3,1,99,97,2,2,3,8,97,4,4,4,3,3,3,5,22,24,0,0,0,12,58,6,0.8866884017205543
51,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,7,1,1,53,2,1,2,1,3,1,3,1,3,97,97,97,7,8,97,8,NA,NA,3,NA,NA,4,31,24,0,0,15,12,82,5,0.4984643636137376
52,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,7,1,1,30,2,1,3,1,1,1,3,1,2,97,2,2,7,8,97,8,8,8,3,3,3,2,43,24,37,31,15,12,162,3,0.7135738164264998
53,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,2,1,1,50,1,1,3,1,2,1,3,1,3,97,2,2,5,2,7,8,8,3,3,3,1,4,31,24,0,0,31,6,92,5,0.5901079906914484
54,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,7,1,1,33,2,1,3,1,2,1,3,1,4,97,2,2,5,8,1,4,NA,8,3,NA,3,2,73,47,37,31,15,12,215,1,0.8064706924091669
55,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,5,1,1,21,2,1,2,1,2,1,3,1,2,1,2,2,7,5,97,11,8,9,5,3,3,1,73,24,37,31,46,12,223,1,0.49642413892423076
56,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,9,1,1,40,1,1,4,1,2,1,3,1,3,97,2,2,7,1,1,8,NA,6,3,NA,1,3,43,47,37,31,31,17,206,2,0.5784591669064721
57,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,9,1,1,41,2,1,99,1,99,1,2,2,NA,98,98,98,5,2,7,NA,NA,NA,NA,NA,NA,3,22,24,18,0,15,6,85,5,0.5144339478958276
58,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,4,1,1,37,2,1,2,1,2,1,99,2,NA,1,1,97,7,6,1,1,1,1,1,1,1,3,43,24,18,0,31,6,122,4,0.6605666871118457
59,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,11,1,1,67,2,1,2,1,1,1,3,1,2,1,2,2,2,8,1,NA,8,8,NA,3,3,5,31,24,18,0,15,12,100,5,0.6800876884015351
60,6,BAJA CALIFORNIA,MEXICALI,487,NA,NA,1,1,2018-06-22,15,1,1,55,1,1,99,1,99,1,99,1,99,99,99,99,7,6,1,NA,NA,NA,NA,NA,NA,4,43,24,18,31,15,17,148,3,0.621277732961544
61,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,2,1,1,65,2,1,99,1,99,1,99,1,99,98,98,98,3,8,1,NA,NA,NA,NA,NA,NA,5,22,24,18,0,31,12,107,5,0.9049232419230229
62,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,6,1,1,60,1,1,3,1,2,1,99,1,2,97,2,2,5,10,13,NA,NA,NA,NA,NA,NA,5,31,24,18,0,15,12,100,5,1.0712951115498146
63,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,2,1,1,21,1,1,3,1,2,1,3,1,2,1,2,2,7,5,1,11,5,5,5,2,2,1,59,24,37,31,61,12,224,1,0.7819826212923017
64,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,5,1,1,21,1,1,2,1,2,1,3,1,2,1,1,97,7,5,1,11,1,1,5,1,1,1,35,47,37,31,31,23,204,2,0.7819826212923017
65,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,7,1,1,21,1,1,3,1,3,1,3,1,2,1,1,97,7,5,97,11,1,1,5,1,1,1,43,24,18,31,46,17,179,2,0.7819826212923017
66,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,3,1,1,44,2,1,1,1,1,1,3,2,NA,1,2,2,3,2,97,8,6,6,3,1,1,3,22,24,18,31,46,12,153,3,0.6501628599415542
67,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,5,1,1,42,2,1,3,1,3,1,99,1,2,1,2,2,5,6,1,NA,1,7,NA,1,2,3,31,24,37,31,46,17,186,2,0.6845047246470651
68,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,5,1,1,39,1,1,3,1,2,1,3,1,2,98,98,98,7,10,1,NA,NA,NA,NA,NA,NA,3,43,24,18,31,31,12,159,3,0.810352228094868
69,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,13,1,1,46,2,1,2,1,3,1,3,1,2,1,1,2,5,8,1,1,1,1,1,1,1,4,22,24,37,31,15,12,141,3,0.896648622506106
70,7,BAJA CALIFORNIA,MEXICALI,1653,NA,NA,1,7,2018-06-20,1,1,1,35,2,1,2,1,3,1,2,1,99,2,1,1,7,2,8,2,NA,2,2,NA,2,2,43,24,0,0,31,12,110,4,1.2704352002750325
71,8,BAJA CALIFORNIA,MEXICALI,1670,NA,NA,1,7,2018-06-21,11,1,1,43,1,1,4,1,4,1,2,1,2,98,97,1,7,2,1,NA,NA,NA,NA,NA,NA,3,59,24,18,31,15,12,159,3,0.452654901288969
72,8,BAJA CALIFORNIA,MEXICALI,1670,NA,NA,1,7,2018-06-21,2,1,1,59,2,1,99,1,99,1,99,1,99,1,2,2,10,10,97,NA,8,8,NA,3,3,5,73,47,37,31,15,23,226,1,0.5054813531021793
